Label	英文	音標	中譯	例句	翻譯	相關影片	mark_start	mark_end	syllables	main_cefr_label
junior2000	almost	/ˈɔlmoʊst/	(adv.) 幾乎	I'm almost finished with my homework.	我幾乎完成了我的作業。		2	2	al·most	A2
junior2000	alone	/əˈloʊn/	(adv.) 獨自地	She likes to walk alone in the park.	她喜歡獨自在公園裡散步。		5	5		A2
junior2000	along	/əˈlɔŋ/	(prep.) 沿著	We walked along the river.	我們沿著河岸走。		3	3		A2
junior2000	aloud	/əˈlaʊd/	(adv.) 大聲地	Read the poem aloud, please.	請大聲朗讀這首詩。		4	4		B1
junior2000	already	/ɔlˈrɛdi/	(adv.) 已經	The train has already left.	火車已經開走了。		4	4	al·ready	A2
junior2000	also	/ˈɔlsoʊ/	(adv.) 也	I like coffee, and I also like tea.	我喜歡咖啡，我也喜歡茶。		6	6	al·so	A1
junior2000	altogether	/ˌɔltəˈɡɛðər/	(adv.) 總共	There are altogether ten people in the room.	房間裡總共有十個人。		3	3	al·to·geth·er	B1
junior2000	always	/ˈɔlweɪz/	(adv.) 總是	She always arrives on time.	她總是準時到達。		2	2	al·ways	A1
junior2000	ambulance	/ˈæmbjələns/	(n.) 救護車	The ambulance arrived quickly.	救護車很快就到了。		2	2	am·bu·lance	A2
junior2000	among	/əˈmʌŋ/	(prep.) 在…之間	She is among the best students in the class.	她是班上最好的學生之一。		3	3		A2
junior2000	ancient	/ˈeɪnʃənt/	(adj.) 古代的	The ancient ruins are fascinating.	這些古代遺跡令人著迷。		2	2	an·cient	B1
junior2000	angel	/ˈeɪndʒəl/	(n.) 天使	She looks like an angel.	她看起來像個天使。		5	5	an·gel	B1
junior2000	anger	/ˈæŋɡər/	(n.) 憤怒	His anger was obvious.	他的憤怒顯而易見。		2	2	an·ger	B2
junior2000	angry	/ˈæŋɡri/	(adj.) 生氣的	Don't be angry with me.	不要生我的氣。		3	3	an·gry	A2
junior2000	animal	/ˈænɪməl/	(n.) 動物	The zoo has many different animals.	動物園裡有許多不同的動物。		6	6	an·i·mal	A1
junior2000	ankle	/ˈæŋkəl/	(n.) 腳踝	She sprained her ankle.	她扭傷了腳踝。		4	4	an·kle	B1
junior2000	another	/əˈnʌðər/	(adj.) 另外的	Can I have another cup of tea?	我可以再要一杯茶嗎？		4	4	an·oth·er	A2
junior2000	answer	/ˈænsər/	(n.) 答案	What is the answer to this question?	這個問題的答案是什麼？		4	4	an·swer	A1
junior2000	ant	/ænt/	(n.) 螞蟻	The ant carried a piece of food.	螞蟻搬運著一塊食物。		2	2		B1
junior2000	any	/ˈɛni/	(adj.) 任何的	Do you have any questions?	你有什麼問題嗎？		4	4		A1
junior2000	anyone	/ˈɛniˌwʌn/	pro(n.) 任何人	Anyone can join the club.	任何人都可以加入這個俱樂部。		1	1	any·one	A2
junior2000	anything	/ˈɛniˌθɪŋ/	(n.) 任何事物	Is there anything I can do for you?	有什麼我可以幫你的嗎？		3	3	any·thing	A1
junior2000	anywhere	/ˈɛniˌwɛr/	(adv.) 任何地方	You can sit anywhere you like.	你可以坐在任何你想坐的地方。		4	4	any·where	A2
junior2000	apartment	/əˈpɑrtmənt/	(n.) 公寓	She lives in a small apartment.	她住在一個小公寓裡。		6	6	apart·ment	A2
junior2000	apologize	/əˈpɑləˌdʒaɪz/	(v.) 道歉	I apologize for being late.	我為遲到道歉。		2	2	apol·o·gize	B1
junior2000	app	/æp/	n. 應用程式	This app helps you learn new languages.	這個應用程式幫助你學習新語言。		2	2		
junior2000	appear	/əˈpɪr/	(v.) 出現	The sun will appear soon.	太陽很快就會出現。		4	4	ap·pear	B1
junior2000	apple	/ˈæpəl/	(n.) 蘋果	I ate an apple for breakfast.	我早餐吃了一個蘋果。		4	4	ap·ple	A1
junior2000	appreciate	/əˈpriːʃiˌeɪt/	(v.) 欣賞	I really appreciate your help.	我非常感謝你的幫助。		3	3	ap·pre·ci·ate	B2
junior2000	April	/ˈeɪprəl/	(n.) 四月	My birthday is in April.	我的生日在四月。		5	5		A1
junior2000	area	/ˈɛriə/	(n.) 地區	This area is known for its beautiful scenery.	這個地區以其美麗的風景而聞名。		2	2	ar·ea	B1
junior2000	argue	/ˈɑrɡjuː/	(v.) 爭論	They often argue about politics.	他們經常就政治問題爭論。		3	3	ar·gue	B1
junior2000	arm	/ɑrm/	(n.) 手臂	He broke his arm in the accident.	他在事故中摔斷了手臂。		4	4		A1
junior2000	armchair	/ˈɑrmˌtʃɛr/	(n.) 扶手椅	He sat comfortably in the armchair.	他舒適地坐在扶手椅上。		6	6	arm·chair	A2
junior2000	army	/ˈɑrmi/	(n.) 軍隊	He joined the army last year.	他去年參軍了。		4	4	ar·my	B1
junior2000	around	/əˈraʊnd/	(adv.) 在附近	There are many shops around here.	這附近有很多商店。		5	5		A2
junior2000	arrange	/əˈreɪndʒ/	(v.) 安排	I will arrange everything for the trip.	我會為這次旅行安排好一切。		3	3	ar·range	B1
junior2000	arrive	/əˈraɪv/	(v.) 到達	We arrived at the station on time.	我們準時到達了車站。		2	2	ar·rive	A2
junior2000	art	/ɑrt/	(n.) 藝術	She studies art at university.	她在大學學習藝術。		3	3		A2
junior2000	artist	/ˈɑrˌtɪst/	(n.) 藝術家	The artist painted a beautiful landscape.	這位藝術家畫了一幅美麗的風景畫。		2	2	art·ist	A2
junior2000	as	/æz/	(prep.) 像，如同	He works as a teacher.	他像老師一樣工作。		3	3		A1
junior2000	ask	/æsk/	(v.) 詢問	She asked me a question.	她問了我一個問題。		2	2		A2
junior2000	asleep	/əˈslip/	(adj.) 睡著的	The baby fell asleep quickly.	嬰兒很快就睡著了。		4	4		B1
junior2000	assistant	/əˈsɪstənt/	(n.) 助手	The professor's assistant helped with the research.	教授的助手協助進行了研究。		3	3	as·sis·tant	A2
junior2000	assume	/əˈsum/	(v.) 假設	Let's assume that it will rain tomorrow.	讓我們假設明天會下雨。		2	2	as·sume	B2
junior2000	astronomy	/əˈstrɑnəmi/	n. 天文學	Astronomy helps us understand the universe.	天文學幫助我們了解宇宙。		1	1	as·tron·o·my	C2
junior2000	attack	/əˈtæk/	(n.) 攻擊	The city was under attack.	這座城市正遭受攻擊。		5	5	at·tack	B1
junior2000	attention	/əˈtɛnʃən/	(n.) 注意力	Pay attention to what I'm saying.	注意聽我說的話。		2	2	at·ten·tion	B1
junior2000	attitude	/ˈætɪˌtud/	n. 態度	Having a positive attitude makes life easier.	擁有積極的態度讓生活更輕鬆。		4	4	at·ti·tude	B1
junior2000	August	/ˈɔɡəst/	(n.) 八月	Her vacation starts in August.	她的假期從八月開始。		5	5	au·gust	A1
junior2000	aunt	/ænt/	(n.) 姑媽	My aunt is visiting us this weekend.	我姑媽這個週末要來看我們。		2	2		A2
junior2000	autumn	/ˈɔtəm/	(n.) 秋天	The leaves turn yellow in autumn.	秋天樹葉變黃了。		6	6	au·tumn	A2
junior2000	available	/əˈveɪləbəl/	(adj.) 可獲得的	Tickets are available at the box office.	票可以在售票處買到。		3	3	avail·able	A2
junior2000	avoid	/əˈvɔɪd/	(v.) 避免	You should avoid eating too much sugar.	你應該避免吃太多糖。		3	3		B1
junior2000	away	/əˈweɪ/	(adv.) 不在	He went away for the weekend.	他週末不在。		3	3		A2
junior2000	baby	/ˈbeɪbi/	(n.) 嬰兒	The baby is sleeping soundly.	嬰兒睡得很香。		2	2	ba·by	A1
junior2000	babysitter	/ˈbeɪbiˌsɪtər/	(n.) 保母	We hired a babysitter for the evening.	我們為晚上雇了一位保母。		4	4	ba·by·sit	B1
junior2000	back	/bæk/	(n.) 背部	She leaned back in her chair.	她靠在椅子背上。		3	3		A2
junior2000	backwards	/ˈbækwərdz/	(adv.) 向後地	He walked backwards to avoid stepping on the grass.	他向後走以避免踩到草地。		3	3	back·ward	B1
junior2000	bad	/bæd/	(adj.) 壞的	This apple tastes bad.	這個蘋果味道不好。		4	4		A1
junior2000	badminton	/ˈbædmɪntən/	(n.) 羽毛球	They played badminton in the park.	他們在公園裡打了羽毛球。		3	3	bad·min·ton	A2
junior2000	bag	/bæɡ/	(n.) 袋子	She carried her books in a bag.	她把書放在袋子裡拿著。		7	7		A1
junior2000	bake	/beɪk/	(v.) 烘烤	I want to bake a cake for her birthday.	我想為她的生日烤一個蛋糕。		4	4		A2
junior2000	bakery	/ˈbeɪkəri/	(n.) 麵包店	The bakery sells fresh bread every morning.	麵包店每天早上都賣新鮮麵包。		2	2	bak·ery	B2
junior2000	balcony	/ˈbælkəni/	(n.) 陽臺	They sat on the balcony and enjoyed the view.	他們坐在陽臺上欣賞風景。		5	5	bal·co·ny	B1
junior2000	ball	/bɔl/	(n.) 球	He kicked the ball into the goal.	他把球踢進了球門。		4	4		A1
junior2000	balloon	/bəˈluːn/	(n.) 氣球	The child held a red balloon.	孩子拿著一個紅色的氣球。		6	6	bal·loon	A2
junior2000	banana	/bəˈnænə/	(n.) 香蕉	Monkeys love to eat bananas.	猴子喜歡吃香蕉。		5	5	ba·nana	A1
junior2000	band	/bænd/	(n.) 樂團	The band played some popular songs.	樂隊演奏了一些流行歌曲。		2	2		A1
junior2000	bank	/bæŋk/	(n.) 銀行	I need to go to the bank to deposit some money.	我需要去銀行存一些錢。		7	7		A1
junior2000	barbecue	/ˈbɑrˌbɪkjuː/	(v.) 火烤	They barbecued chicken for dinner.	他們晚餐烤了雞肉。		2	2	bar·be·cue	A2
junior2000	barber	/ˈbɑrbər/	(n.) 理髮師	He went to the barber to get a haircut.	他去理髮師那裡剪了頭髮。		5	5	bar·ber	B1
junior2000	bark	/bɑrk/	(v.) 吠叫	The dog barked loudly at the stranger.	狗對陌生人狂吠。		3	3		B2
junior2000	base	/beɪs/	(n.) 基礎	The base of the building is very strong.	建築物的基礎非常堅固。		2	2		B2
junior2000	baseball	/ˈbeɪsˌbɔl/	(n.) 棒球	He loves playing baseball with his friends.	他喜歡和朋友們一起打棒球。		4	4	base·ball	A1
junior2000	basement	/ˈbeɪsmənt/	(n.) 地下室	We store old things in the basement.	我們把舊東西存放在地下室裡。		7	7	base·ment	B2
junior2000	basic	/ˈbeɪsɪk/	(adj.) 基礎的	These are the basic rules of the game.	這些是遊戲的基本規則。		4	4	ba·sic	B1
junior2000	basket	/ˈbæskɪt/	(n.) 籃子	She put the fruit in the basket.	她把水果放進籃子裡。		7	7	bas·ket	B1
junior2000	basketball	/ˈbæskɪtˌbɔl/	(n.) 籃球	He plays basketball every weekend.	他每週末都打籃球。		3	3	bas·ket·ball	A1
junior2000	bat	/bæt/	(n.) 蝙蝠	Bats fly at night.	蝙蝠在夜間飛行。		1	1		A1
junior2000	bath	/bæθ/	(n.) 沐浴	She takes a bath every evening.	她每天晚上都洗澡。		4	4		A1
junior2000	bathe	/beɪð/	(v.) 沐浴	The baby needs to be bathed.	嬰兒需要洗澡。		6	6		
junior2000	bathroom	/ˈbæθˌruːm/	(n.) 浴室	The bathroom is on the second floor.	浴室在二樓。		2	2	bath·room	A1
junior2000	beach	/bitʃ/	(n.) 沙灘	We spent the day at the beach.	我們在沙灘上度過了一整天。		7	7		A1
junior2000	bean	/bin/	(n.) 豆子	She cooked a pot of beans for dinner.	她晚餐煮了一鍋豆子。		6	6		A1
junior2000	bear	/bɛr/	(n.) 熊	The bear was sleeping in its cave.	熊正在洞穴裡睡覺。		2	2		A2
junior2000	beard	/bɪrd/	(n.) 鬍鬚	He has a long, black beard.	他有一個又長又黑的鬍子。		6	6		A1
junior2000	beat	/bit/	(v.) 拍打	The rain beat against the window.	雨點拍打著窗戶。		3	3		B1
junior2000	beautiful	/ˈbjutəfəl/	(adj.) 美麗的	The sunset was beautiful.	日落非常美麗。		4	4	beau·ti·ful	A1
junior2000	beauty	/ˈbjutɪ/	(n.) 美貌	Her beauty is admired by everyone.	她的美貌受到所有人的欽佩。		2	2	beau·ty	B1
junior2000	because	/bɪˈkɔz/	(conj.) 因為	I stayed home because it was raining.	因為下雨，所以我待在家裡。		4	4	be·cause	A1
junior2000	become	/bɪˈkʌm/	(v.) 成為	He will become a doctor next year.	他明年將成為一名醫生。		3	3	be·come	A2
junior2000	bed	/bɛd/	(n.) 床	It's time to go to bed.	該睡覺了。		6	6		A1
junior2000	bedroom	/ˈbɛdˌruːm/	(n.) 臥室	Her bedroom is decorated with flowers.	她的臥室裝飾著花朵。		2	2	bed·room	A1
junior2000	bee	/biː/	(n.) 蜜蜂	Bees collect nectar from flowers.	蜜蜂從花中採集花蜜。		1	1		B1
junior2000	beef	/bif/	(n.) 牛肉	We had beef for dinner last night.	昨晚我們晚餐吃了牛肉。		3	3		B1
junior2000	beer	/bɪr/	(n.) 啤酒	He ordered a glass of beer.	他點了一杯啤酒。		6	6		A1
junior2000	before	/bɪˈfɔr/	(conj.) 在…之前	Please wash your hands before eating.	吃飯前請洗手。		5	5	be·fore	A1
junior2000	begin	/bɪˈɡɪn/	(v.) 開始	Let's begin the meeting now.	讓我們現在開始會議吧。		2	2	be·gin	A1
junior2000	beginner	/bɪˈɡɪnər/	(n.) 初學者	She is a beginner in playing the piano.	她是彈鋼琴的初學者。		4	4	be·gin·ner	A2
junior2000	beginning	/bɪˈɡɪnɪŋ/	(n.) 開始	At the beginning of the year, I set some goals.	在年初，我設定了幾個目標。		3	3	be·gin·ning	A2
junior2000	behave	/bɪˈheɪv/	(v.) 表現	Please behave yourself in public.	請在公共場合注意自己的行為。		2	2	be·have	B1
junior2000	behind	/bɪˈhaɪnd/	(adv.) 在之後	He stayed behind to finish the work.	他留在後面完成工作。		3	3	be·hind	A1
junior2000	believe	/bɪˈliv/	(v.) 相信	I believe you will succeed.	我相信你會成功。		2	2	be·lieve	A2
junior2000	bell	/bɛl/	(n.) 鈴	The bell rang at the end of the class.	下課時鈴響了。		2	2		B1
junior2000	belong	/bɪˈlɔŋ/	(v.) 屬於	This book belongs to me.	這本書是我的。		3	3	be·long	B2
junior2000	below	/bɪˈloʊ/	(adv.) 在下面	The temperature dropped below zero.	溫度降至零度以下。		4	4	be·low	A1
junior2000	belt	/bɛlt/	(n.) 皮帶	He tightened his belt before leaving.	他在離開前繫緊了皮帶。		4	4		A2
junior2000	bench	/bɛntʃ/	(n.) 長凳	They sat on a bench in the park.	他們坐在公園的長凳上。		5	5		B2
junior2000	besides	/bɪˈsaɪdz/	(adv.) 此外	Besides English, she also speaks French.	除了英語，她還會說法語。		1	1	be·sides	B1
junior2000	between	/bɪˈtwin/	(prep.) 在…之間	The library is between the school and the park.	圖書館在學校和公園之間。		4	4	be·tween	A1
junior2000	beyond	/bɪˈjɑnd/	(prep.) 超出	The problem is beyond my understanding.	這個問題超出了我的理解範圍。		4	4	be·yond	B1
junior2000	bicycle	/ˈbaɪsɪkəl/	(n.) 腳踏車	He rides his bicycle to work every day.	他每天騎腳踏車上班。		4	4	bi·cy·cle	A2
junior2000	big	/bɪɡ/	(adj.) 大的	That is a big house.	那是一棟大房子。		4	4		A1
junior2000	bill	/bɪl/	(n.) 帳單；鈔票	Can I pay the bill, please?	我可以付帳單嗎？		5	5		A2
junior2000	biology	/baɪˈɑlədʒi/	(n.) 生物學	She studies biology at university.	她在大學學習生物學。		3	3	bi·ol·o·gy	A2
junior2000	bird	/bɜrd/	(n.) 鳥	A bird flew past the window.	一隻鳥飛過窗戶。		2	2		A1
junior2000	birthday	/ˈbɜrθˌdeɪ/	(n.) 生日	Today is my birthday!	今天是我的生日！		4	4	birth·day	A1
junior2000	bite	/baɪt/	(v.) 咬	The dog bit the man.	狗咬了那個人。		3	3		B1
junior2000	bitter	/ˈbɪtər/	(adj.) 痛苦的	The medicine tastes bitter.	這藥很苦。		4	4	bit·ter	B1
junior2000	black	/blæk/	(adj.) 黑的	She wore a black dress to the party.	她穿了一件黑色的禮服去參加派對。		4	4		A1
junior2000	blackboard	/ˈblækˌbɔrd/	(n.) 黑板	The teacher wrote on the blackboard.	老師在黑板上寫字。		6	6	black·board	A2
junior2000	blame	/bleɪm/	(v.) 責怪	Don't blame me for your mistakes.	不要因為你的錯誤而責怪我。		2	2		B1
junior2000	blank	/blæŋk/	(adj.) 空白的	The page was left blank.	這頁被留空了。		5	5		B1
junior2000	blanket	/ˈblæŋkɪt/	(n.) 毯子	She covered herself with a warm blanket.	她用一條溫暖的毯子蓋住自己。		7	7	blan·ket	A2
junior2000	blind	/blaɪnd/	(adj.) 失明的	The old man is blind.	這位老人失明了。		5	5		B1
junior2000	block	/blɑk/	(n.) 街區	It's just two blocks away from here.	這裡離那裡只有兩個街區。		4	4		A2
junior2000	blood	/blʌd/	(n.) 血	Blood is red.	血是紅色的。		1	1		A2
junior2000	bloody	/ˈblʌdi/	(adj.) 血腥的	The movie was very bloody.	這部電影非常血腥。		5	5		B2
junior2000	blow	/bloʊ/	(v.) 吹	The wind blew strongly last night.	昨晚風吹得很猛。		3	3		B1
junior2000	blue	/bluː/	(adj.) 藍的	The sky is blue today.	今天的天空是藍色的。		4	4		A1
junior2000	boat	/boʊt/	(n.) 船	They went fishing by boat.	他們乘船去釣魚。		5	5		A1
junior2000	body	/ˈbɑdi/	(n.) 身體	Take care of your body.	照顧好你的身體。		5	5		A1
junior2000	boil	/bɔɪl/	(v.) 燒開	Boil the water before drinking it.	喝之前先把水燒開。		1	1		A2
junior2000	bomb	/bɑm/	(n.) 炸彈	The bomb exploded in the middle of the night.	炸彈在半夜爆炸了。		2	2		B1
junior2000	bone	/boʊn/	(n.) 骨頭	The dog buried a bone in the garden.	狗把一根骨頭埋在花園裡。		5	5		B1
junior2000	book	/bʊk/	(n.) 書	I borrowed a book from the library.	我從圖書館借了一本書。		4	4		A1
junior2000	bookcase	/ˈbʊkˌkeɪs/	(n.) 書櫥	The bookcase is full of novels.	書櫥裡裝滿了小說。		2	2	book·case	A1
junior2000	border	/ˈbɔrdɚ/	n. 邊界	The two countries share a long border.	這兩個國家有著漫長的邊界。		7	7	bor·der	B1
junior2000	bored	/bɔrd/	(adj.) 厭倦的	I'm bored with this game.	我對這個遊戲感到厭倦。		2	2		A1
junior2000	born	/bɔrn/	(adj.) 天生的	He was born with a talent for music.	他天生就有音樂天賦。		3	3		A2
junior2000	borrow	/ˈbɑroʊ/	(v.) 借	Can I borrow your pen?	我可以借你的筆嗎？		3	3	bor·row	A2
junior2000	boss	/bɔs/	(n.) 老闆	The boss gave us a lot of work to do.	老闆給我們很多工作要做。		2	2		A2
junior2000	both	/boʊθ/	pro(n.) 兩者	Both of them are my friends.	他們兩個都是我的朋友。		1	1		A1
junior2000	bother	/ˈbɑðər/	(v.) 使煩惱	Don't bother me while I'm studying.	我在學習時不要打擾我。		2	2	both·er	A2
junior2000	bottle	/ˈbɑtl/	(n.) 瓶子	She drank a bottle of water.	她喝了一瓶水。		4	4	bot·tle	A2
junior2000	bottom	/ˈbɑtəm/	(n.) 底部	There is a hole at the bottom of the cup.	杯子底部有一個洞。		7	7	bot·tom	A1
junior2000	bow	/boʊ/	(n.) 弓	He used a bow to shoot arrows.	他用弓射箭。		4	4		B2
junior2000	bowl	/boʊl/	(n.) 碗	She ate soup from a bowl.	她用碗喝湯。		6	6		A2
junior2000	bowling	/ˈboʊlɪŋ/	(n.) 保齡球	We went bowling last night.	我們昨晚去打保齡球了。		3	3	bowl·ing	
junior2000	box	/bɑks/	(n.) 箱子	The gift came in a small box.	禮物裝在一個小盒子裡。		7	7		A1
junior2000	boy	/bɔɪ/	(n.) 男孩	The boy played with his toys.	男孩和他的玩具一起玩。		2	2		A1
junior2000	brain	/breɪn/	(n.) 腦	The human brain is very complex.	人類的大腦非常複雜。		3	3		A2
junior2000	branch	/bræntʃ/	(n.) 分店	The company has branches all over the world.	這家公司在世界各地都有分店。		4	4		B1
junior2000	brand	/brænd/	(n.) 品牌	What brand of phone do you use?	你用什麼品牌的手機？		2	2		B2
junior2000	brave	/breɪv/	(adj.) 勇敢的	The soldier was very brave.	這名士兵非常勇敢。		5	5		B1
junior2000	bread	/brɛd/	(n.) 麵包	I like to eat bread with butter.	我喜歡吃塗了奶油的麵包。		5	5		A1
junior2000	break	/breɪk/	(v.) 弄壞	Be careful not to break the glass.	小心別把玻璃弄破了。		5	5		A2
junior2000	breakfast	/ˈbrɛkfəst/	(n.) 早餐	I usually have cereal for breakfast.	我通常早餐吃麥片。		6	6	break·fast	A1
junior2000	brick	/brɪk/	(n.) 磚塊	The house is made of bricks.	這房子是用磚塊砌成的。		6	6		B2
junior2000	bridge	/brɪdʒ/	(n.) 橋	The bridge connects the two cities.	這座橋連接著兩座城市。		2	2		A2
junior2000	brief	/brif/	(adj.) 短暫的	The meeting was very brief.	會議非常短暫。		5	5		B1
junior2000	bright	/braɪt/	(adj.) 明亮的	The stars were bright in the night sky.	夜空中星星閃爍著明亮的光芒。		4	4		A2
junior2000	bring	/brɪŋ/	(v.) 帶來	Bring me that book, please.	請把那本書拿給我。		1	1		A2
junior2000	broad	/brɔd/	(adj.) 寬闊的	The river is very broad at this point.	這條河在這裡非常寬闊。		5	5		B1
junior2000	broadcast	/ˈbrɔdkæst/	(v.) 廣播	The news will be broadcast live tonight.	新聞將於今晚現場直播。		5	5	broad·cast	B2
junior2000	brother	/ˈbrʌðər/	(n.) 兄弟	My brother is older than me.	我哥哥比我年長。		2	2	broth·er	A1
junior2000	brown	/braʊn/	(adj.) 棕色的	Her hair is brown.	她的頭髮是棕色的。		4	4		A1
junior2000	brunch	/brʌntʃ/	(n.) 早午餐	We had brunch at noon.	我們中午吃了早午餐。		3	3		
junior2000	brush	/brʌʃ/	(n.) 刷子	Use a brush to clean the floor.	用刷子清潔地板。		3	3		A2
junior2000	bucket	/ˈbʌkɪt/	(n.) 桶子	The farmer carried water in a bucket.	農夫用水桶提水。		7	7	buck·et	B1
junior2000	buffet	/ˈbʊfeɪ/	(n.) 自助餐	We enjoyed a buffet dinner at the restaurant.	我們在餐廳享用了自助晚餐。		4	4	buf·fet	
junior2000	bug	/bʌɡ/	(n.) 昆蟲	A bug flew into the room.	一隻蟲子飛進了房間。		2	2		B1
junior2000	build	/bɪld/	(v.) 建造	They are building a new house.	他們正在建造一座新房子。		3	3		A2
junior2000	builder	/ˈbɪldɚ/	n. 建築工人	The builder constructed a new house in the neighborhood.	建築工人在附近建造了一座新房子。		2	2	build·er	B1
