Label	英文	音標	中譯	例句	翻譯	相關影片	mark_start	mark_end	syllables	main_cefr_label
1200-Time-2	winter	/ˋwɪntɚ/	(n.) 冬天	Winter is my favorite season.	冬天是我最喜歡的季節。		1	1	win·ter	A1
1200-Time-2	autumn (fall)	/ˈɔtəm/	(n.) 秋天	The leaves turn yellow in autumn.	秋天時，樹葉變黃了。		6	6	autumn (fall)	
1200-Time-2	clock	/klɑk/	(n.) 時鐘	The clock struck twelve.	時鐘敲響了十二下。		2	2		A1
1200-Time-2	watch	/wɑtʃ/	(n.) 手錶	He bought a new watch for his birthday.	他生日時買了一隻新手錶。		5	5		A1
1200-Time-2	a.m.	[ˌeˈɛm]	(adv.) 上午;凌晨	I leave home at 7:30 a.m. every day.	我每天早上七點半出門。		6	6		A1
1200-Time-2	p.m.	[ˌpiˈɛm]	(adv.) 下午;晚上	The meeting starts at 7:00 p.m.	會議在晚上七點開始。		6	6		A1
1200-Time-2	half	/hæf/	(adj.) 一半的	The pizza was cut in half.	披薩被切成兩半。		6	6		A1
1200-Time-2	hour	/aʊr/	(n.) 小時	The meeting lasted for two hours.	會議持續了兩個小時。		6	6		A1
1200-Time-2	minute	/ˋmɪnɪt/	(n.) 分	The meeting will start in ten minutes.	會議將在十分鐘後開始。		7	7	min·ute	A1
1200-Time-2	moment	/ˋmomənt/	(n.) 片刻	Wait a moment, please.	請稍等片刻。		3	3	mo·ment	A2
1200-Time-2	o'clock	/əˋklɑk/	(adv.) …點鐘	It’s three o’clock in the afternoon.	現在是下午三點鐘。		3	3	o'·clock	A1
1200-Time-3	past	/pæst/	(adj.) 過去的	In the past, people traveled by horse.	過去，人們靠馬出行。		3	3		A1
1200-Time-3	quarter	/ˋkwɔrtɚ/	(n.) 四分之一	A quarter of the students passed the test.	四分之一的學生通過了考試。		2	2	quar·ter	A1
1200-Time-3	second	/ˋsɛkənd/	(adj.) 第二的	He came in second place in the race.	他在比賽中獲得第二名。		4	4	sec·ond	A1
1200-Time-3	time	/taɪm/	(n.) 時間	Time flies when you’re having fun.	快樂的時光總是飛逝。		1	1		A1
1200-Time-3	ago	/əˋgo/	(adv.) …之前	He left five minutes ago.	他五分鐘前離開了。		5	5		A2
1200-Time-3	already	/ɔlˋrɛdɪ/	(adv.) 已經	The train has already left.	火車已經開走了。		4	4	al·ready	A2
1200-Time-3	early	/ˋɝlɪ/	(adj.) 早的	We woke up early to catch the train.	我們早起趕火車。		4	4	ear·ly	A1
1200-Time-3	last	/læst/	(adj.) 最後的	She was the last person to leave the party.	她是派對上最後一個離開的人。		4	4		A1
1200-Time-3	late	/let/	(adj.) 晚的	Don’t be late for the meeting.	不要遲到會議。		3	3		A1
1200-Time-3	later	/ˋletɚ/	(adj.) 稍晚的	Let’s meet again later.	我們稍後再見。		4	4	lat·er	A2
1200-Time-3	next	/nɛkst/	(adj.) 下一個的	What are you doing next weekend?	你下週末打算做什麼？		5	5		A1
1200-Time-3	now	/naʊ/	(adv.) 現在	What are you doing right now?	你現在正在做什麼？		6	6		A1
1200-Time-3	once	/wʌns/	(adv.) 一次	I’ve only been to Paris once.	我只去過巴黎一次。		6	6		A2
1200-Time-3	future	/ˋfjutʃɚ/	(n.) 未來	The future looks bright for the young generation.	對年輕一代來說，未來看起來很光明。		2	2	fu·ture	A2
1200-Time-3	soon	/sun/	(adv.) 不久	I’ll be there soon.	我很快就到那裡。		4	4		A2
1200-Time-3	today	/təˋde/	(n.) 今天	Today is a sunny day.	今天是個晴朗的日子。		1	1	to·day	A1
1200-Time-3	tonight	/təˋnaɪt/	(n.) 今晚	We’re going to a concert tonight.	我們今晚要去聽音樂會。		6	6	to·night	A1
1200-Time-3	tomorrow	/təˋmɔro/	(n.) 明天	I’ll see you tomorrow morning.	我明天早上見你。		4	4	to·mor·row	A1
1200-Time-3	year	/jɪr/	(n.) 年	A year has 365 days.	一年有365天。		2	2		A1
1200-Time-3	yesterday	/ˋjɛstɚde/	(n.) 昨天	I saw her yesterday at the park.	我昨天在公園看到她了。		4	4	yes·ter·day	A1
1200-Time-3	day	/de/	(n.) 一天	I go to school every day.	我每天都去上學。		6	6		A1
1200-Animals-insects-1	animal	/ˋænəm!/	(n.) 動物	The zoo has many different animals.	動物園裡有許多不同的動物。		6	6	an·i·mal	A1
1200-Animals-insects-1	bear	/bɛr/	(n.) 熊	The bear was sleeping in its cave.	熊正在洞穴裡睡覺。		2	2		A2
1200-Animals-insects-1	cat	/kæt/	(n.) 貓	The cat slept on the sofa all day.	貓整天睡在沙發上。		2	2		A1
1200-Animals-insects-1	chicken	/ˋtʃɪkɪn/	(n.) 雞	We had roast chicken for dinner.	我們晚餐吃了烤雞。		4	4	chick·en	A2
1200-Animals-insects-1	cow	/kaʊ/	(n.) 母牛	The farmer milked the cow.	農民擠了牛奶。		5	5		A1
1200-Animals-insects-1	dog	/dɔg/	(n.) 狗	The dog wagged its tail when it saw its owner.	狗看到主人時搖了搖尾巴。		2	2		A1
1200-Animals-insects-1	duck	/dʌk/	(n.) 鴨子	The duck swam in the pond.	鴨子在池塘裡游泳。		2	2		A2
1200-Animals-insects-1	elephant	/ˋɛləfənt/	(n.) 大象	The elephant is the largest land animal.	大象是最大的陸地動物。		2	2	el·e·phant	A2
1200-Animals-insects-1	fox	/fɑks/	(n.) 狐狸	The fox is known for its cleverness.	狐狸以其聰明而聞名。		2	2		B2
1200-Animals-insects-1	frog	/frɑg/	(n.) 青蛙	The frog jumped into the pond.	青蛙跳進了池塘。		2	2		B1
1200-Animals-insects-1	goat	/got/	(n.) 山羊	The farmer has several goats on his farm.	農夫的農場上有幾隻山羊。		5	5		B1
1200-Animals-insects-1	goose	/gus/	(n.) 鵝	The goose honked loudly as it flew overhead.	鵝飛過頭頂時大聲鳴叫。		2	2		
1200-Animals-insects-1	hen	/hɛn/	(n.) 母雞	The hen laid an egg this morning.	母雞今天早上下了一顆蛋。		2	2		
1200-Animals-insects-1	horse	/hɔrs/	(n.) 馬	The farmer rode his horse to the market.	農夫騎馬去市場。		5	5		A1
1200-Animals-insects-1	lion	/ˋlaɪən/	(n.) 獅子	The lion roared loudly.	獅子大聲吼叫。		2	2	li·on	A2
1200-Animals-insects-1	monkey	/ˋmʌŋkɪ/	(n.) 猴子	The monkey swung from tree to tree.	猴子從一棵樹跳到另一棵樹。		2	2	mon·key	A2
1200-Animals-insects-1	mouse	/maʊs/	(n.) 老鼠	The cat chased the mouse around the house.	貓在房子裡追老鼠。		5	5		A2
1200-Animals-insects-1	pet	/pɛt/	(n.) 寵物	Her pet dog follows her everywhere.	她的寵物狗跟著她到處走。		2	2		A1
1200-Animals-insects-1	pig	/pɪg/	(n.) 豬	The farmer raised pigs on his farm.	農夫在他的農場養豬。		4	4		A1
1200-Animals-insects-1	puppy	/ˋpʌpɪ/	(n.) 小狗	The puppy followed its owner everywhere.	小狗跟著主人到處走。		2	2	pup·py	B1
1200-Animals-insects-2	rabbit	/ˋræbɪt/	(n.) 兔子	The rabbit hopped through the garden.	兔子跳過了花園。		2	2	rab·bit	A2
1200-Animals-insects-2	rat	/ræt/	(n.) 老鼠	There was a rat in the kitchen last night.	昨晚廚房裡有一隻老鼠。		4	4		A2
1200-Animals-insects-2	sheep	/ʃip/	(n.) 羊	The farmer raised sheep for wool.	農夫養羊取羊毛。		4	4		A1
1200-Animals-insects-2	tiger	/ˋtaɪgɚ/	(n.) 老虎	The tiger roared loudly in the jungle.	老虎在叢林中大聲吼叫。		2	2	ti·ger	B1
1200-Animals-insects-2	zebra	[`zibrə]	(n.) 斑馬	A zebra has black and white stripes.	斑馬有黑白相間的條紋。		2	2	ze·bra	B2
1200-Animals-insects-2	insect	/ˋɪnsɛkt/	(n.) 昆蟲	Ants are a type of small insect.	螞蟻是一種小型昆蟲。		7	7	in·sect	A2
1200-Animals-insects-2	ant	/ænt/	(n.) 螞蟻	The ant carried a piece of food.	螞蟻搬運著一塊食物。		2	2		B1
1200-Animals-insects-2	bat	/bæt/	(n.) 蝙蝠	Bats fly at night.	蝙蝠在夜間飛行。		1	1		A1
1200-Animals-insects-2	bee	/bi/	(n.) 蜜蜂	Bees collect nectar from flowers.	蜜蜂從花中採集花蜜。		1	1		B1
1200-Animals-insects-2	bird	/bɝd/	(n.) 鳥	A bird flew past the window.	一隻鳥飛過窗戶。		2	2		A1
1200-Animals-insects-2	bug	/bʌg/	(n.) 昆蟲	A bug flew into the room.	一隻蟲子飛進了房間。		2	2		B1
1200-Animals-insects-2	butterfly	/ˋbʌtɚ͵flaɪ/	(n.) 蝴蝶	The butterfly landed on the flower.	蝴蝶停在花朵上。		2	2	but·ter·fly	B1
1200-Animals-insects-2	snake	/snek/	(n.) 蛇	Be careful; there’s a snake in the grass.	小心，草叢裡有蛇。		5	5		A2
1200-Animals-insects-2	spider	/ˋspaɪdɚ/	(n.) 蜘蛛	A spider spun a web in the corner.	一隻蜘蛛在角落結了網。		2	2	spi·der	B1
1200-Animals-insects-2	fish	/fɪʃ/	(n.) 魚	We caught a big fish in the lake.	我們在湖裡抓到了一條大魚。		5	5		A1
1200-Animals-insects-2	turtle	/ˋtɝt!/	(n.) 烏龜	The turtle moved slowly across the road.	烏龜慢慢地爬過馬路。		2	2	tur·tle	
1200-Animals-insects-2	bite	/baɪt/	(v.) 咬	The dog bit the man.	狗咬了那個人。		3	3		B1
1200-Animals-insects-2	tail	/tel/	(n.) 尾巴	The dog wagged its tail happily.	狗開心地搖著尾巴。		5	5		B2
1200-Personal-characteristics-1	beautiful	/ˋbjutəfəl/	(adj.) 美麗的	The sunset was beautiful.	日落非常美麗。		4	4	beau·ti·ful	A1
1200-Personal-characteristics-1	blind	/blaɪnd/	(adj.) 失明的	The old man is blind.	這位老人失明了。		5	5		B1
1200-Personal-characteristics-1	cute	/kjut/	(adj.) 可愛的	The puppy looks so cute!	這隻小狗看起來真可愛！		5	5		
1200-Personal-characteristics-1	fat	/fæt/	(adj.) 肥胖的	Eating too much junk food can make you fat.	吃太多垃圾食品會讓你變胖。		9	9		A1
1200-Personal-characteristics-1	handsome	/ˋhænsəm/	(adj.) 英俊的	The actor is very handsome.	這位演員非常英俊。		5	5	hand·some	B1
1200-Personal-characteristics-1	heavy	/ˋhɛvɪ/	(adj.) 重的	The box is too heavy for me to lift.	這個箱子太重了，我搬不動。		5	5		A2
1200-Personal-characteristics-1	old	/old/	(adj.) 老的	My grandfather is very old, but still healthy.	我祖父很老了，但仍然健康。		5	5		A1
1200-Personal-characteristics-1	pretty	/ˋprɪtɪ/	(adj.) 漂亮的	She looks pretty in that dress.	她穿那件裙子看起來很漂亮。		3	3	pret·ty	A2
1200-Personal-characteristics-1	short	/ʃɔrt/	(adj.) 短的	Her hair is very short.	她的頭髮很短。		5	5		A1
1200-Personal-characteristics-1	slim	/slɪm/	(adj.) 苗條的	She has a slim waist.	她有苗條的腰身。		4	4		A1
1200-Personal-characteristics-1	tall	/tɔl/	(adj.) 高的	He is the tallest boy in the class.	他是班上最高的男孩。		4	4		A1
1200-Personal-characteristics-1	thin	/θɪn/	(adj.) 薄的	The paper is very thin.	這張紙很薄。		5	5		A2
1200-Personal-characteristics-1	ugly	/ˋʌglɪ/	(adj.) 醜陋的	The monster in the movie was very ugly.	電影裡的怪物非常醜陋。		8	8	ug·ly	B1
1200-Personal-characteristics-1	young	/jʌŋ/	(adj.) 年輕的	She is young and full of energy.	她年輕且充滿活力。		3	3		A1
1200-Personal-characteristics-1	angry	/ˋæŋgrɪ/	(adj.) 生氣的	Don’t be angry with me.	不要生我的氣。		3	3	an·gry	A2
1200-Personal-characteristics-1	bad	/bæd/	(adj.) 壞的	This apple tastes bad.	這個蘋果味道不好。		4	4		A1
1200-Personal-characteristics-1	bored	/bɔrd/	(adj.) 厭倦的	I’m bored with this game.	我對這個遊戲感到厭倦。		2	2		A1
1200-Personal-characteristics-1	boring	[`bɔrɪŋ]	(adj.) 令人無聊的	This movie is really long and boring.	這部電影真的很長又很無聊。		7	7	bor·ing	A1
1200-Personal-characteristics-1	brave	/brev/	(adj.) 勇敢的	The soldier was very brave.	這名士兵非常勇敢。		5	5		B1
1200-Personal-characteristics-1	busy	/ˋbɪzɪ/	(adj.) 忙碌的	She is always busy with her work.	她總是忙於工作。		4	4		A1
1200-Personal-characteristics-2	careful	/ˋkɛrfəl/	(adj.) 小心的	Be careful when crossing the street.	過馬路時要小心。		2	2	care·ful	A2
1200-Personal-characteristics-2	cool	/kul/	(adj.) 涼的	The weather is cool today.	今天天氣涼爽。		4	4		A2
1200-Personal-characteristics-2	crazy	/ˋkrezɪ/	(adj.) 瘋狂的	He went crazy after hearing the news.	聽到這個消息後，他瘋了。		3	3	cra·zy	A2
1200-Personal-characteristics-2	excited	[ɪk`saɪtɪd]	(adj.) 感到興奮的	I am so excited about the school trip tomorrow.	我對明天的學校旅行感到非常興奮。		4	4	ex·cit·ed	A1
1200-Personal-characteristics-2	exciting	[ɪk`saɪtɪŋ]	(adj.) 令人興奮的	The soccer game was very exciting.	這場足球賽非常令人興奮。		6	6	ex·cit·ing	A1
1200-Personal-characteristics-2	famous	/ˋfeməs/	(adj.) 著名的	This actor is famous all over the world.	這位演員舉世聞名。		4	4	fa·mous	A1
1200-Personal-characteristics-2	friendly	/ˋfrɛndlɪ/	(adj.) 友好的	The staff at the hotel were very friendly.	酒店的工作人員非常友好。		8	8	friend·ly	A2
1200-Personal-characteristics-2	funny	/ˋfʌnɪ/	(adj.) 好笑的	His jokes are always funny.	他的笑話總是很好笑。		5	5	fun·ny	A1
1200-Personal-characteristics-2	good	/gʊd/	(adj.) 好的	This restaurant serves good food.	這家餐廳的食物很好吃。		4	4		A1
1200-Personal-characteristics-2	happy	/ˋhæpɪ/	(adj.) 快樂的	She felt happy after receiving the gift.	收到禮物後，她感到很快樂。		3	3	hap·py	A1
1200-Personal-characteristics-2	hard-working	[ˌhɑrd`wɝkɪŋ]	(adj.) 認真的	She is a very hard-working student.	她是個非常勤奮的學生。		5	5	hard·work·ing	B2
1200-Personal-characteristics-2	honest	/ˋɑnɪst/	(adj.) 誠實的	It’s important to be honest with others.	誠實待人是很重要的。		5	5	hon·est	B1
1200-Personal-characteristics-2	interested	/ˋɪntərɪstɪd/	(adj.) 感興趣的	I’m interested in learning new languages.	我對學習新語言感興趣。		2	2	in·ter·est·ed	A2
1200-Personal-characteristics-2	kind	/kaɪnd/	(adj.) 仁慈的	She is very kind to everyone.	她對每個人都非常仁慈。		4	4		A1
1200-Personal-characteristics-2	lazy	/ˋlezɪ/	(adj.) 懶惰的	He is too lazy to clean his room.	他太懶了，不願意打掃房間。		4	4	la·zy	A2
1200-Personal-characteristics-2	lonely	/ˋlonlɪ/	(adj.) 寂寞的	She felt lonely after moving to a new city.	她搬到新城市後感到寂寞。		3	3	lone·ly	B1
1200-Personal-characteristics-2	lovely	/ˋlʌvlɪ/	(adj.) 可愛的	She has a lovely smile.	她的笑容很可愛。		4	4	love·ly	A2
1200-Personal-characteristics-2	mad	/mæd/	(adj.) 生氣的	She was mad at her brother for breaking her toy.	她因為弟弟弄壞了她的玩具而生氣。		3	3		A2
1200-Personal-characteristics-2	nice	/naɪs/	(adj.) 友善的	She is always nice to everyone.	她總是對每個人都很友善。		4	4		A1
1200-Personal-characteristics-2	polite	/pəˋlaɪt/	(adj.) 有禮貌的	It’s important to be polite to others.	對他人有禮貌是很重要的。		5	5	po·lite	A2
1200-Personal-characteristics-3	poor	/pʊr/	(adj.) 貧窮的	Many poor families struggle to afford food.	許多貧困家庭難以負擔食物。		2	2		A1
1200-Personal-characteristics-3	proud	/praʊd/	(adj.) 驕傲的	She is proud of her achievements.	她為自己的成就感到驕傲。		3	3		B1
1200-Personal-characteristics-3	rich	/rɪtʃ/	(adj.) 有錢的	He became rich after winning the lottery.	他在中彩票後變得富有。		3	3		A2
1200-Personal-characteristics-3	sad	/sæd/	(adj.) 悲傷的	She felt sad after hearing the news.	她聽到消息後感到悲傷。		3	3		A1
1200-Personal-characteristics-3	scared	[skɛrd]	(adj.) 害怕的	She is scared of the big dog.	她害怕那隻大狗。		3	3		B1
1200-Personal-characteristics-3	shy	/ʃaɪ/	(adj.) 害羞的	She is shy and doesn’t like to speak in public.	她很害羞，不喜歡在公共場合說話。		3	3		B1
1200-Personal-characteristics-3	smart	/smɑrt/	(adj.) 聰明的	She is a smart student who always gets good grades.	她是一個聰明的學生，總是取得好成績。		4	4		B1
1200-Personal-characteristics-3	stupid	/ˋstjupɪd/	(adj.) 笨的	It’s stupid to make fun of others.	取笑別人是愚蠢的。		2	2	stu·pid	B1
1200-Personal-characteristics-3	successful	/səkˋsɛsfəl/	(adj.) 成功的	He is a successful businessman.	他是個成功的商人。		4	4	suc·cess·ful	B1
1200-Personal-characteristics-3	unhappy	/ʌnˋhæpɪ/	(adj.) 不快樂的	He looked unhappy after hearing the news.	听到消息後他看起來不開心。		3	3	un·hap·py	A2
1200-Personal-characteristics-3	wise	/waɪz/	(adj.) 明智的	It’s wise to save money for the future.	為未來存錢是明智的。		2	2		B2
1200-Food-drinks	fruit	/frut/	(n.) 水果	I like to eat fruit for breakfast.	我喜歡早餐吃水果。		5	5		A1
1200-Food-drinks	apple	/ˋæp!/	(n.) 蘋果	I ate an apple for breakfast.	我早餐吃了一個蘋果。		4	4	ap·ple	A1
1200-Food-drinks	banana	/bəˋnænə/	(n.) 香蕉	Monkeys love to eat bananas.	猴子喜歡吃香蕉。		5	5	ba·nana	A1
1200-Food-drinks	grape	/grep/	(n.) 葡萄	We picked fresh grapes from the vineyard.	我們從葡萄園裡摘了新鮮的葡萄。		4	4		A2
1200-Food-drinks	guava	/ˋgwɑvə/	(n.) 番石榴	She likes to eat guava for dessert.	她喜歡吃番石榴當甜點。		5	5	gua·va	
1200-Food-drinks	lemon	/ˋlɛmən/	(n.) 檸檬	I added some lemon juice to the tea.	我在茶裡加了一些檸檬汁。		4	4	lem·on	A2
1200-Food-drinks	orange	/ˋɔrɪndʒ/	(n.) 柑橘	I love eating oranges for breakfast.	我喜歡早餐吃橙子。		4	4	or·ange	A1
1200-Food-drinks	papaya	/pəˋpaɪə/	(n.) 木瓜	Papaya is a tropical fruit.	木瓜是一種熱帶水果。		1	1	pa·pa·ya	
1200-Food-drinks	peach	/pitʃ/	(n.) 桃子	She ate a juicy peach for dessert.	她吃了多汁的桃子當甜點。		5	5		B1
1200-Food-drinks	pear	/pɛr/	(n.) 梨子	This pear tastes sweet.	這梨子味道很甜。		2	2		A2
1200-Food-drinks	strawberry	/ˋstrɔbɛrɪ/	(n.) 草莓	I love eating fresh strawberries.	我喜歡吃新鮮的草莓。		5	5	straw·ber·ry	B1
1200-Food-drinks	tomato	/təˋmeto/	(n.) 番茄	I added a tomato to the salad.	我在沙拉裡加了一個番茄。		4	4	to·ma·to	A1
1200-Food-drinks	watermelon	/ˋwɔtɚ͵mɛlən/	(n.) 西瓜	We ate watermelon on a hot summer day.	我們在炎熱的夏天吃了西瓜。		3	3	wa·ter·mel·on	
1200-Food-drinks	vegetable	/ˋvɛdʒətəb!/	(n.) 蔬菜	Eat more vegetables for a healthy diet.	多吃蔬菜以保持健康飲食。		3	3	veg·e·ta·ble	A1
1200-Food-drinks	bean	/bin/	(n.) 豆子	She cooked a pot of beans for dinner.	她晚餐煮了一鍋豆子。		6	6		A1
1200-Food-drinks	pumpkin	/ˋpʌmpkɪn/	(n.) 南瓜	We carved a pumpkin for Halloween.	我們為萬聖節雕刻了一個南瓜。		4	4	pump·kin	
1200-Food-drinks	meat	/mit/	(n.) 肉類	I prefer chicken meat over beef.	我更喜歡雞肉而不是牛肉。		4	4		A1
1200-Food-drinks	beef	/bif/	(n.) 牛肉	We had beef for dinner last night.	昨晚我們晚餐吃了牛肉。		3	3		B1
1200-Food-drinks	bread	/brɛd/	(n.) 麵包	I like to eat bread with butter.	我喜歡吃塗了奶油的麵包。		5	5		A1
1200-Food-drinks	bun	/bʌn/	(n.) 圓麵包	I bought a bun for breakfast.	我買了一個圓麵包當早餐。		4	4		B2
1200-Food-drinks-1	chicken	/ˋtʃɪkɪn/	(n.) 雞	We had roast chicken for dinner.	我們晚餐吃了烤雞。		4	4	chick·en	A2
1200-Food-drinks-1	egg	/ɛg/	(n.) 蛋	I had an omelet made with three eggs for breakfast.	我早餐吃了用三個蛋做的煎蛋捲。		8	8		A1
1200-Food-drinks-1	fish	/fɪʃ/	(n.) 魚	We caught a big fish in the lake.	我們在湖裡抓到了一條大魚。		5	5		A1
1200-Food-drinks-1	food	/fud/	(n.) 食物	Healthy food is important for a balanced diet.	健康的食物對均衡飲食很重要。		2	2		A1
1200-Food-drinks-1	fries (French fries)	/fraɪz/	(n.)薯條	I love eating fries with ketchup.	我喜歡吃薯條配番茄醬。		4	4	fries (French fries)	
1200-Food-drinks-1	ham	/hæm/	(n.) 火腿	We had ham sandwiches for lunch.	我們午餐吃了火腿三明治。		3	3		A2
1200-Food-drinks-1	hamburger (burger)	/ˋhæmbɝgɚ/	(n.) 漢堡	I ordered a hamburger at the restaurant.	我在餐廳點了一個漢堡。		4	4	hamburger (burger)	
1200-Food-drinks-1	hot dog		(n.)熱狗	Let's get a hot dog for lunch.	我們午餐吃熱狗吧。		4	5	hot dog	B1
1200-Food-drinks-1	noodle	/ˋnud!/	(n.) 麵條	I love eating noodles for lunch.	我喜歡午餐吃麵條。		4	4	noo·dle	
1200-Food-drinks-1	pizza	/ˋpitsə/	(n.) 披薩	Let’s order pizza for dinner.	讓我們訂披薩當晚餐吧。		3	3	piz·za	A1
1200-Food-drinks-1	pork	/pork  pɔrk/	(n.) 豬肉	Pork is a common ingredient in Chinese cuisine.	豬肉是中式烹飪中常見的食材。		1	1		B1
1200-Food-drinks-1	rice	/raɪs/	(n.) 米	Rice is a staple food in many countries.	米是許多國家的主食。		1	1		A1
1200-Food-drinks-1	salad	/ˋsæləd/	(n.) 沙拉	I ordered a Caesar salad for lunch.	我午餐點了一份凱撒沙拉。		5	5	sal·ad	A2
1200-Food-drinks-1	sandwich	/ˋsændwɪtʃ/	(n.) 三明治	I made a ham and cheese sandwich for lunch.	我做了一個火腿芝士三明治當午餐。		7	7	sand·wich	A1
1200-Food-drinks-1	soup	/sup/	(n.) 湯	She made a delicious chicken soup.	她煮了一鍋美味的雞湯。		6	6		A1
1200-Food-drinks-1	steak	/stek/	(n.) 牛排	I ordered a medium-rare steak.	我點了一份五分熟的牛排。		5	5		A2
